id;lab_x_01;lab_y_02;area_03;mH_04;Hmax_05;Hmin_06;Hmax_1_07;Hmin_1_08;perim_09;40N20cr_10;E40N20s_11;N20slp8_12;20slp8g_13;asp8smm_14;sp8smma_15;sp8smma_16;sp8smma_17;sp8smma_18;2clc185_19;clc185A_20;clc185A_21;clc185A_22;clc185A_23;clc185A_24;clc185A_25;clc185A_26;clc185A_27;clc185A_28;clc185A_29;clc185A_30;clc185A_31;clc185A_32
158148;7.396747452;46.08928121;104.9;2455;3823;720;3823;720;56801;2454;26;0.03;0.83;41;21;43;7;30;;9;4;3;34;9;16;14;0;2;1;22;3;0
127665;7.478368278;46.04391292;90.3;2711;3786;1436;3786;1436;48632;2711;27;0.01;0.84;45;21;36;14;29;;21;0;2;45;11;7;7;0;1;0;13;0;0
176036;7.269825872;46.58862318;102.5;1475;2264;825;2264;825;55894;1475;26;0.01;0.82;332;28;23;22;27;;0;0;1;0;6;41;30;1;10;2;49;0;0
121423;7.759057192;46.55588629;90.4;1896;3616;715;3616;715;47913;1896;29;0.01;0.88;330;34;21;18;28;;4;0;0;23;9;21;18;0;4;0;41;1;0
118016;6.923662162;46.05151075;87.3;2075;3115;966;3115;966;47781;2075;28;0.04;0.86;105;21;34;24;22;;3;4;11;33;13;15;11;0;5;3;16;1;1
151043;6.281602633;46.53272832;106.7;955;1602;374;1602;374;65493;955;8;0.23;0.13;129;16;35;36;13;;0;0;0;0;0;52;25;5;22;2;6;33;6
113220;6.849857247;46.53738421;97.3;844;1499;606;1499;606;56489;844;7;0.26;0.1;289;21;19;18;41;;0;0;0;0;0;21;10;0;11;0;9;66;4
128924;9.08225172;46.81275322;100.6;2012;3368;729;3368;729;51857;2011;24;0.01;0.8;151;9;34;40;16;;3;0;5;23;15;18;16;0;2;0;35;0;1
164319;8.720042261;46.67111677;97.2;2205;3258;1263;3258;1263;56943;2205;27;0.01;0.85;114;18;35;22;25;;1;1;9;27;10;5;4;0;1;0;47;0;1
126803;8.963817716;46.6602967;84.8;2163;3117;882;3117;882;47029;2163;28;0.01;0.86;7;27;28;20;25;;3;0;8;31;18;16;15;0;0;0;25;0;0
130346;9.079320427;46.64575981;110.7;2005;3089;880;3089;880;51043;2005;26;0;0.86;76;26;34;23;16;;0;0;6;14;11;17;14;2;0;0;52;0;0
170912;8.482399202;46.66066802;92.8;2372;3597;1080;3597;1080;46730;2372;30;0.02;0.91;95;28;32;32;9;;22;1;8;41;8;3;3;0;0;0;16;0;0
152773;8.841189857;46.6063301;100.3;2241;3151;1242;3151;1242;58381;2241;26;0.02;0.85;35;24;31;19;26;;3;2;18;24;24;6;5;0;1;0;23;0;0
172612;8.176119894;46.55923371;96.8;2674;4084;1783;4084;1783;53513;2674;27;0.06;0.76;82;32;27;32;9;;42;4;0;37;12;0;0;0;0;0;5;0;0
131620;9.07686412;46.54442671;94;2390;3328;1262;3328;1262;48391;2390;27;0.02;0.85;45;31;34;15;19;;6;1;5;30;21;5;5;0;0;0;32;0;0
154375;8.468028638;46.58297998;92;2324;3527;1453;3527;1453;45131;2324;24;0.01;0.81;89;30;28;29;13;;8;0;8;29;11;0;0;0;0;0;45;0;0
150540;8.969666344;46.56507295;109.8;2127;3179;872;3179;872;59799;2127;28;0.02;0.86;202;16;26;26;32;;1;1;8;21;14;12;10;0;2;0;41;0;1
127239;9.642530633;46.38732393;91.3;2322;3317;1063;3317;1063;58463;2322;27;0.02;0.82;136;21;28;23;28;;10;0;4;30;20;15;10;0;5;0;21;0;0
191464;8.780129912;46.35848008;83.4;1728;2836;735;2836;735;41189;1728;34;0.01;0.94;187;21;25;29;25;;0;0;10;16;12;39;12;22;5;4;19;0;0
187755;8.77587596;46.77636501;116.8;2165;3259;524;3259;524;62513;2165;29;0.01;0.84;241;26;19;32;24;;18;0;11;36;8;11;11;0;0;0;16;0;0
186949;8.163071478;46.80260223;116.8;1317;2431;468;2431;468;59971;1317;22;0.05;0.72;56;22;36;16;26;;0;2;2;1;3;49;27;2;20;3;38;1;1
181763;6.916473495;47.05168317;93.3;993;1532;654;1532;654;49273;993;11;0.19;0.27;156;16;25;35;24;;0;0;0;0;0;38;5;0;33;0;10;48;5
109530;7.395764709;46.79542648;106.9;980;1733;627;1733;627;50307;980;11;0.08;0.26;3;44;21;16;19;;0;0;0;0;0;44;29;0;15;0;23;32;2
139061;7.883697717;47.4485384;101.1;600;1004;368;1004;368;51119;600;12;0.1;0.3;305;27;21;24;29;;0;0;0;0;0;41;1;10;30;0;5;45;9
198630;7.507532042;47.03834569;97;556;818;480;818;480;60007;556;4;0.54;0.03;33;31;29;19;21;;0;0;0;0;0;29;12;0;17;1;0;56;14
196569;7.735392155;47.40730982;88.4;618;1164;319;1164;319;49823;618;13;0.07;0.38;10;34;27;16;23;;0;0;0;0;0;45;0;4;40;0;12;35;9
181634;7.287333201;47.42889257;78.8;658;993;364;993;364;64632;658;12;0.09;0.31;52;36;18;32;14;;0;0;0;0;0;54;3;9;43;1;7;37;1
143675;9.529950436;47.31489285;84.6;787;2341;404;2341;404;65868;787;14;0.42;0.38;73;27;39;22;11;;0;0;3;1;3;27;9;3;15;0;18;39;9
109205;6.985744808;47.40054451;87.7;594;928;426;928;426;52577;594;6;0.3;0.09;54;37;23;25;15;;0;0;0;0;0;36;0;11;24;0;3;53;8
199279;7.140934772;47.40960934;78.7;580;993;426;993;426;48055;580;8;0.29;0.19;328;44;14;19;24;;0;0;0;0;0;37;1;3;33;0;8;47;7
144639;9.303633771;47.31879542;93.6;1023;2310;610;2310;610;56842;1023;14;0.06;0.37;351;35;22;19;24;;0;0;1;0;1;34;24;0;11;0;61;0;3
113482;7.489497044;47.33738024;93.7;755;1287;413;1287;413;53093;755;16;0.09;0.47;279;36;9;32;22;;0;0;0;0;0;51;0;8;43;0;22;25;3
118680;7.228502773;47.2911877;89.5;905;1326;469;1326;469;61427;905;14;0.12;0.4;353;46;13;27;13;;0;0;0;0;0;56;4;2;51;0;25;17;2
169131;7.61164063;47.30079767;76.1;818;1383;479;1383;479;46038;818;16;0.07;0.51;108;40;17;37;6;;0;0;0;0;0;55;0;18;38;0;19;21;5
134471;7.212618832;47.23422545;99.2;943;1326;664;1326;664;63483;943;11;0.11;0.25;36;44;12;34;9;;0;0;0;0;0;45;5;1;38;0;17;31;7
117246;7.622124546;47.10345061;84.5;521;827;418;827;418;63455;521;5;0.46;0.06;315;34;18;19;30;;0;0;0;0;0;31;3;0;28;0;0;58;11
196726;7.420642744;47.07642951;78.5;519;672;459;672;459;56729;519;4;0.51;0.04;350;36;20;23;21;;0;0;0;0;0;31;3;0;28;0;0;65;4
121273;7.038714301;47.16028878;91.6;1048;1593;678;1593;678;65396;1048;13;0.09;0.34;0;42;12;35;11;;0;0;0;0;0;39;1;1;37;0;14;43;4
122992;7.898564834;47.05614984;104.7;755;1391;488;1391;488;81257;755;10;0.13;0.21;39;32;32;17;18;;0;0;0;0;0;32;23;1;8;0;12;55;2
147791;7.983701641;47.09716865;96.6;719;1381;515;1381;515;59780;719;10;0.12;0.22;21;33;30;15;22;;0;0;0;0;0;27;9;0;18;0;8;61;4
147030;7.317330829;47.05596603;105.1;529;841;426;841;426;77191;529;5;0.47;0.03;326;37;18;18;27;;0;0;0;0;0;29;10;0;20;0;0;59;12
123462;8.615062512;47.05222151;83.7;868;1715;440;1715;440;45902;868;15;0.12;0.5;212;24;15;35;26;;0;4;0;0;0;36;18;0;18;1;40;11;7
120509;7.780760242;47.02816165;87.5;877;1346;597;1346;597;47588;877;13;0.08;0.37;277;28;14;25;33;;0;0;0;0;0;46;34;0;12;0;7;43;3
110056;8.853511811;46.93527937;99.8;1799;2734;637;2734;637;52592;1799;24;0.03;0.69;315;36;16;26;22;;0;0;1;33;15;17;8;0;9;0;33;1;0
179953;7.19220585;46.95712105;83.1;510;686;429;686;429;62981;510;4;0.54;0;317;32;20;20;28;;0;0;0;0;0;13;0;0;13;5;0;74;9
126816;6.493183225;46.86290651;89;1140;1570;742;1570;742;55957;1140;10;0.17;0.23;63;32;23;28;16;;0;0;1;0;0;55;29;0;26;0;32;11;1
134313;7.914103724;46.88119798;90.7;1102;2045;731;2045;731;43290;1102;18;0.04;0.61;325;30;21;19;30;;0;0;0;1;0;52;43;0;9;1;44;1;1
113587;6.819026109;46.78999274;100.5;536;833;429;833;429;82181;536;4;0.55;0.01;67;28;31;23;17;;0;0;0;0;0;11;1;0;10;0;0;81;8
192281;8.775638637;46.85351404;108;1719;3219;454;3219;454;57462;1719;28;0.01;0.84;249;29;13;35;23;;2;0;2;20;15;21;13;1;7;0;38;0;1
126718;7.939036955;46.78899813;104;1326;2162;772;2162;772;63982;1326;18;0.02;0.55;348;36;19;22;23;;0;0;1;0;6;37;30;0;7;0;56;0;0
136176;9.303116791;46.86596686;82.3;1977;3172;616;3172;616;44083;1977;23;0.03;0.68;176;6;25;45;23;;1;0;5;29;14;17;17;0;0;0;31;1;3
142955;9.296802526;47.18946053;91.4;1432;2432;830;2432;830;48622;1432;21;0.03;0.66;356;41;18;24;17;;0;0;0;5;9;20;12;0;7;14;49;0;3
134472;8.94283765;47.00902841;90.9;1657;2912;456;2912;456;52962;1657;29;0.05;0.79;17;32;21;28;19;;2;4;2;22;8;25;12;0;12;0;37;0;1
159302;8.537574762;47.70203587;75.4;520;909;400;909;400;46825;520;8;0.35;0.15;192;19;19;41;21;;0;0;0;0;0;33;1;13;20;5;0;52;9
175682;8.964071192;47.41039544;90.5;637;1026;445;1026;445;78613;637;8;0.26;0.17;357;36;22;18;24;;0;0;0;0;0;30;7;0;23;0;15;42;12
113853;9.239327154;47.39071672;90.7;748;1096;492;1096;492;65244;748;8;0.2;0.14;343;38;18;18;25;;0;0;0;0;0;28;9;0;20;0;36;21;14
189678;9.450138713;47.13625164;112.7;1022;2336;439;2336;439;53740;1022;16;0.26;0.52;65;25;55;10;10;;0;0;3;1;8;30;13;0;17;0;28;21;10
141523;8.85896477;47.26846842;78.4;657;1268;403;1268;403;50282;657;9;0.24;0.17;211;16;17;35;32;;0;0;0;0;0;27;3;0;25;0;22;36;14
161932;9.04578228;47.20488465;89.5;739;1906;405;1906;405;42766;739;12;0.28;0.37;253;14;9;28;49;;0;0;0;0;0;35;15;0;19;1;30;25;9
139916;8.59543952;47.12602554;100.4;821;1556;413;1556;413;71460;821;10;0.23;0.27;309;;;;;;0;7;0;0;0;38;24;0;13;0;25;24;6
117392;8.913797942;47.11836141;90.1;1198;2257;410;2257;410;58031;1198;20;0.05;0.67;340;28;26;16;31;;0;5;3;2;7;46;26;0;20;0;36;0;1
156136;8.284327374;47.09963319;81;512;771;413;771;413;65945;512;3;0.6;0;132;17;33;33;17;;0;0;0;0;0;14;3;0;11;1;0;69;17
163508;8.707872798;47.12203366;83.4;1088;1783;805;1783;805;51887;1088;13;0.14;0.42;6;25;31;14;30;;0;0;6;0;1;46;39;0;7;4;39;0;4
185552;9.163716918;46.91271543;95;1888;3109;837;3109;837;46575;1888;29;0.01;0.88;32;26;28;22;23;;2;0;9;27;10;16;11;1;4;0;37;0;1
171839;8.975435196;46.8495147;100.6;2168;3557;740;3557;740;45779;2168;31;0.03;0.83;43;26;34;15;24;;13;2;5;46;11;9;3;0;5;0;14;0;0
137628;6.571540332;46.83685991;89.8;960;1574;427;1574;427;55230;960;13;0.12;0.33;150;13;19;61;6;;0;0;0;0;0;49;3;6;40;1;15;31;4
147338;8.997677418;46.07421313;76.2;985;2082;272;2082;272;47807;985;21;0.02;0.77;240;16;16;30;39;;0;0;4;0;0;68;1;66;0;0;16;1;12
124902;8.669695294;47.81086519;89.9;594;838;413;838;413;78909;594;7;0.21;0.07;138;22;28;34;17;;0;0;0;0;0;24;3;12;8;1;23;47;7
110096;8.922227954;46.10854649;100.2;920;2199;273;2199;273;69102;920;21;0.06;0.7;241;19;30;22;29;;0;0;7;0;1;62;3;57;2;0;11;1;17
148069;8.275444116;47.19447773;84.7;579;876;447;876;447;47788;579;5;0.39;0.02;183;;;;;;0;6;0;0;0;13;5;0;8;0;0;73;8
115471;7.704494443;46.21653915;112.6;2442;4116;621;4116;621;59501;2442;25;0.02;0.8;346;28;28;11;33;;12;0;1;39;13;20;19;0;1;0;13;1;1
132071;7.719405345;47.16113009;87.6;586;879;416;879;416;67657;586;8;0.27;0.13;331;33;22;18;28;;0;0;0;0;0;34;4;0;30;0;0;59;7
100190;7.469039374;47.48280196;84.1;425;874;252;874;252;52486;425;7;0.32;0.11;27;44;23;19;14;;0;0;0;0;0;31;1;9;21;3;1;41;25
133471;6.025378434;46.28313461;96.5;781;1719;425;1719;425;50609;781;11;0.38;0.34;137;8;46;36;10;;0;0;0;0;1;36;14;14;8;0;17;30;16
167039;6.703514858;46.6899643;86.2;700;938;490;938;490;59613;700;5;0.38;0.02;320;24;27;11;38;;0;0;0;0;0;27;4;1;23;1;0;68;4
184646;7.368494219;46.70591688;112.8;1422;2149;862;2149;862;56214;1422;20;0.01;0.65;341;27;24;21;28;;0;0;0;0;7;32;26;0;6;3;58;0;1
111026;6.934842796;46.6632664;121;802;1129;638;1129;638;66266;802;5;0.31;0.02;358;28;27;18;28;;0;0;0;0;0;13;8;0;4;0;0;82;4
160363;8.088017643;46.61437188;97.8;2399;4059;954;4059;954;56151;2399;29;0.01;0.79;268;27;16;28;29;;40;0;1;23;6;7;5;0;2;0;21;1;1
171351;7.252245473;46.37949897;98.7;1787;3054;1062;3054;1062;48169;1787;24;0.02;0.77;11;30;28;15;27;;0;1;4;17;3;24;22;0;2;6;42;4;0
119657;7.645422501;46.45762162;95.5;2375;3675;1188;3675;1188;60539;2375;31;0.02;0.82;328;31;20;24;26;;22;0;3;42;5;9;7;0;3;0;18;0;0
130255;7.155921782;46.34941532;101.2;1667;3165;848;3165;848;53668;1667;23;0.01;0.75;267;29;17;33;21;;2;0;5;9;4;33;28;0;5;2;41;1;2
172771;7.957668796;46.03533765;111.8;2773;4126;1585;4126;1585;48367;2773;26;0.02;0.8;355;25;27;15;33;;23;2;2;48;20;3;3;0;0;0;3;0;0
127358;7.086599385;45.9526957;100.2;2362;3838;1168;3838;1168;52134;2362;29;0;0.85;55;26;37;15;22;;21;0;5;27;7;12;11;0;1;1;26;0;0
106505;7.21863948;45.9295894;104.1;2490;4256;1341;4256;1341;49066;2490;26;0.01;0.85;301;23;24;15;37;;7;1;18;34;14;6;6;0;0;0;20;0;0
167021;7.814524796;45.95675695;98.1;3124;4521;1829;4521;1829;52698;3124;21;0.03;0.62;339;46;13;10;30;;69;0;0;25;2;1;1;0;0;0;3;0;0
131223;10.33874135;46.70391649;92.5;2390;3154;1603;3154;1603;48857;2390;25;0.01;0.82;322;27;24;22;27;;1;0;5;31;18;20;20;0;0;0;25;0;0
148613;8.389684022;46.72644523;111.7;2246;3479;931;3479;931;52974;2246;29;0.01;0.86;308;35;12;26;26;;29;0;6;31;7;11;7;0;4;0;15;0;0
171474;9.766926124;46.59826685;120.6;2332;3311;1194;3311;1194;59239;2332;27;0.01;0.84;324;33;19;24;24;;3;0;6;33;20;14;14;0;0;0;25;0;0
147225;10.40035569;46.58271003;106.3;2228;2999;1312;2999;1312;55821;2228;23;0.01;0.76;23;33;24;23;20;;0;0;9;18;19;25;24;0;1;0;28;0;0
181027;9.20182495;46.52950516;101.1;2321;3344;1526;3344;1526;67470;2322;27;0.01;0.84;57;31;27;26;17;;7;0;9;31;13;2;2;0;0;0;38;0;0
149022;9.66221796;46.47474866;104;2339;3340;1508;3340;1508;46566;2339;21;0.03;0.7;316;24;26;19;31;;0;1;2;23;25;7;7;0;0;0;41;0;0
127891;8.383693279;46.55497855;90.5;2469;3599;1374;3599;1374;56866;2469;25;0.02;0.79;232;19;16;31;34;;27;0;6;32;7;5;2;0;3;0;23;0;0
140205;8.511975762;46.50431057;109;2158;3121;1146;3121;1146;65619;2158;26;0.01;0.83;103;31;22;33;14;;1;0;9;26;13;14;8;1;6;0;34;2;0
137053;9.523861789;46.43392348;122.4;2424;3114;1668;3114;1668;49284;2424;25;0.01;0.84;354;22;34;16;28;;0;0;8;25;23;2;2;0;0;0;41;0;0
109707;8.517606622;46.39858583;95.5;2054;3210;648;3210;648;47805;2054;30;0.02;0.88;98;24;35;23;17;;4;0;10;36;14;20;2;11;8;5;12;0;0
169192;8.6210702;46.4405784;121.1;1966;2921;747;2921;747;48419;1966;29;0.02;0.89;112;21;33;24;22;;0;1;10;17;20;29;7;2;20;0;22;0;0
146831;8.499487017;46.29816315;102.1;1827;2785;637;2785;637;47286;1827;28;0;0.9;115;25;30;36;10;;0;0;15;10;10;39;25;2;12;2;24;0;0
144520;8.544024371;46.21766796;117.9;1601;2501;659;2501;659;49838;1601;29;0;0.93;117;26;27;33;15;;0;0;2;3;5;64;21;20;23;6;20;0;0
105661;10.06708943;46.38206109;111.2;2278;3789;1057;3789;1057;54546;2278;26;0.02;0.8;177;19;29;24;29;;8;1;12;20;23;22;21;0;0;0;14;0;0
199130;6.531951943;46.9476593;104.1;1118;1326;750;1326;750;76619;1118;7;0.25;0.07;176;31;18;34;18;;0;0;0;0;0;46;29;0;17;1;7;45;0
122858;8.02023522;47.47476682;115.3;543;906;336;906;336;54865;543;11;0.1;0.25;355;30;25;22;23;;0;0;0;0;0;40;2;6;31;0;0;53;7
175098;9.414850189;47.3087082;92.5;1194;2431;742;2431;742;48209;1194;19;0.06;0.5;349;38;19;20;22;;0;0;2;3;7;28;21;1;6;0;56;1;4
132171;7.790960948;47.10252923;97;735;1095;533;1095;533;50799;735;9;0.13;0.11;357;32;28;13;27;;0;0;0;0;0;19;17;0;1;0;0;76;5
158468;10.38282092;46.94593304;98.9;2313;3254;1365;3254;1365;44405;2313;27;0;0.86;108;23;28;26;22;;0;0;1;14;15;14;14;0;0;0;56;0;0
161934;9.414660026;46.89113776;89.9;1955;3175;941;3175;941;53121;1955;31;0.01;0.9;115;26;26;29;19;;1;1;8;28;18;23;22;0;1;0;21;0;0
112473;7.498386161;46.80804859;103;873;2110;528;2110;528;61109;872;12;0.22;0.3;51;33;40;12;15;;0;0;0;0;2;24;14;2;8;0;21;46;6
188578;10.00139856;46.83077981;95.3;2367;3334;1338;3334;1338;51383;2367;27;0.01;0.81;285;28;17;27;28;;6;0;8;38;30;1;1;0;0;0;16;0;0
178306;9.747178984;46.82580547;115.1;2126;2924;1213;2924;1213;56555;2126;23;0.01;0.74;331;28;24;24;23;;0;0;2;26;12;17;17;0;0;0;41;0;1
148446;8.464755503;46.8119828;111.5;1907;3138;780;3138;780;51735;1908;29;0.03;0.82;314;34;14;24;27;;7;0;8;29;9;12;3;0;9;0;34;0;2
185959;9.062423023;47.60747481;108.7;520;739;396;739;396;60373;520;4;0.51;0.01;198;19;13;48;21;;0;0;0;0;0;20;4;0;16;0;0;74;5
146896;8.897602292;47.37389678;100.7;835;1294;569;1294;569;54958;835;16;0.05;0.51;304;27;22;22;29;;0;0;0;0;0;66;8;0;59;0;21;10;3
144374;8.27909414;47.32008373;97.1;543;885;404;885;404;54232;544;5;0.38;0.03;40;27;41;10;22;;0;0;0;0;0;23;5;1;17;1;0;59;17
169266;9.18948814;47.31333315;110.6;933;1513;604;1513;604;57497;933;14;0.04;0.37;316;33;17;22;28;;0;0;0;0;0;42;25;0;17;0;56;0;2
182702;9.906582085;46.77867116;114.4;2224;3081;1535;3081;1535;57926;2224;23;0.02;0.78;290;21;26;18;36;;0;0;8;20;22;14;13;0;1;0;32;0;3
108674;8.167825589;46.32586663;99.1;2315;3222;1319;3222;1319;54797;2315;27;0.01;0.86;276;31;15;30;24;;4;0;7;32;16;15;10;0;5;0;27;0;0
104523;7.380270157;45.95231972;114.5;2910;4272;1936;4272;1936;50860;2910;26;0.04;0.75;253;19;28;23;30;;41;2;0;39;6;0;0;0;0;0;13;0;0
173755;9.531654199;47.18769181;115.4;859;2546;436;2546;436;66721;859;18;0.26;0.51;290;22;11;13;53;;0;0;1;0;3;46;20;5;20;0;11;23;17
120299;9.306811042;46.66158066;107.9;2067;3018;1147;3018;1147;59038;2067;26;0.01;0.87;76;18;49;11;22;;0;0;8;14;8;17;17;0;0;0;53;0;0
151922;9.9536853;46.42955233;93.5;2634;3973;1847;3973;1847;46834;2634;25;0.02;0.77;30;30;30;18;22;;20;0;7;36;22;3;3;0;0;0;12;0;0
198222;7.858074072;46.44324747;92.8;2566;3854;1427;3854;1427;45081;2566;29;0.01;0.87;203;21;14;42;23;;32;0;2;36;6;8;7;0;0;0;16;0;0
197161;9.216959838;46.42342173;96.3;2004;3073;713;3073;713;57507;2004;25;0.01;0.78;149;15;34;26;25;;0;0;7;25;15;24;23;0;2;3;23;0;1
103076;9.13276813;46.38802585;97.1;2009;3170;913;3170;913;57537;2009;31;0;0.94;118;17;39;20;24;;1;0;12;22;15;30;30;0;0;0;20;1;0
138195;8.189364599;47.12906503;105.1;587;857;486;857;486;60110;587;4;0.45;0.01;290;;;;;;0;14;0;0;0;10;4;0;6;2;0;64;10
130666;8.027806152;46.86764524;98.2;1440;2290;837;2290;837;57701;1440;19;0.02;0.62;21;25;32;16;27;;0;0;4;5;4;35;25;0;11;4;47;0;1
145139;9.341731789;46.98271704;91.5;1874;2818;896;2818;896;43598;1874;29;0;0.87;18;26;28;21;25;;0;0;5;13;12;16;13;2;1;5;49;0;0
145993;8.169415655;47.23365694;102.1;641;884;436;884;436;63141;641;7;0.25;0.1;0;26;27;15;31;;0;0;0;0;0;26;11;0;16;0;0;57;16
