id;lab_x_01;lab_y_02;area_03;mH_04;Hmax_05;Hmin_06;Hmax_1_07;Hmin_1_08;perim_09;40N20cr_10;E40N20s_11;N20slp8_12;20slp8g_13;asp8smm_14;sp8smma_15;sp8smma_16;sp8smma_17;sp8smma_18;2clc185_19;clc185A_20;clc185A_21;clc185A_22;clc185A_23;clc185A_24;clc185A_25;clc185A_26;clc185A_27;clc185A_28;clc185A_29;clc185A_30;clc185A_31;clc185A_32
181241;8.036721194;47.10928192;149.7;682;1381;500;1381;500;75939;682;9;0.21;0.15;356;32;24;17;26;;0;0;0;0;0;21;9;0;12;1;5;68;4
185047;9.42874004;46.92858928;155.5;1771;3175;499;3175;499;73123;1771;30;0.02;0.89;92;25;30;26;18;;1;0;8;20;14;31;24;0;7;0;24;0;1
192706;6.933629751;47.05888705;114.9;980;1532;518;1532;518;58570;980;11;0.2;0.25;139;15;32;33;20;;0;0;0;0;0;38;8;0;31;0;10;47;5
175843;8.838376585;46.94217021;161.3;1719;2734;600;2734;600;68136;1719;24;0.03;0.69;294;32;15;28;25;;0;0;2;26;12;20;10;1;9;0;40;1;0
125112;8.461010605;46.8118589;158.6;1724;3138;521;3138;521;61436;1724;28;0.03;0.82;326;30;21;20;29;;5;0;6;21;7;22;7;3;12;0;39;0;1
180840;7.939076218;46.78894679;128.4;1269;2162;733;2162;733;70619;1269;18;0.02;0.55;319;34;17;23;27;;0;0;1;0;5;39;32;0;7;0;55;0;0
152301;8.731018651;47.77587214;145.4;560;838;409;838;409;74176;560;6;0.29;0.06;144;22;26;34;18;;0;0;0;0;0;21;2;11;7;0;18;54;7
120498;8.998553447;47.50443495;154.9;602;1026;442;1026;442;91058;602;7;0.3;0.12;338;35;18;23;24;;0;0;0;0;0;27;12;0;16;0;9;54;10
183039;9.189487985;47.31356501;125.1;911;1513;558;1513;558;66222;911;13;0.05;0.35;310;32;17;23;28;;0;0;0;0;0;42;23;0;18;0;56;0;2
112927;9.339839138;46.9871448;143.8;1660;2818;435;2818;435;62749;1660;25;0.02;0.8;36;34;32;15;19;;0;0;3;9;8;26;16;1;9;3;48;1;1
147620;9.180768493;46.93347951;141.1;1823;3109;782;3109;782;60648;1823;29;0.01;0.88;335;24;27;23;27;;1;0;11;20;11;18;10;0;8;0;37;0;1
116705;8.949181397;46.86114245;150.4;2042;3557;647;3557;647;55640;2042;30;0.02;0.82;43;32;30;19;20;;10;1;6;40;8;11;5;1;4;0;23;0;0
103824;9.135506906;46.08991572;180.1;1000;2208;271;2208;271;105926;1000;25;0.03;0.81;186;25;20;33;22;;0;1;3;0;1;63;4;56;3;5;17;6;6
159763;9.531478662;47.1874884;116;857;2546;433;2546;433;76932;857;18;0.26;0.5;290;22;11;13;53;;0;0;1;0;3;46;20;6;20;0;11;23;17
161645;6.711117782;46.71099058;139;665;938;427;938;427;77525;665;5;0.35;0.04;323;26;27;12;35;;0;0;0;0;0;27;2;1;24;1;0;69;3
137715;8.173379443;47.2218361;121;619;884;386;884;386;77206;619;8;0.24;0.11;359;27;26;16;30;;0;0;0;0;0;30;9;0;20;1;0;53;16
136664;6.622176994;46.63551014;126.3;744;1445;434;1445;434;125404;744;6;0.41;0.08;299;20;31;18;31;;0;0;0;0;0;35;6;7;22;1;4;54;7
115471;7.704494443;46.21653915;112.6;2442;4116;621;4116;621;59501;2442;25;0.02;0.8;346;28;28;11;33;;12;0;1;39;13;20;19;0;1;0;13;1;1
199494;8.054636783;46.6135769;147.1;2180;4059;902;4059;902;59851;2180;27;0.01;0.77;298;31;19;28;22;;27;0;2;19;4;16;15;0;1;0;30;2;1
175641;7.596712524;46.1474147;175.1;2611;4447;1232;4447;1232;61939;2611;27;0.01;0.84;335;23;29;13;35;;18;1;2;33;10;11;10;0;0;0;25;0;1
111680;7.515054299;46.03587973;160;2728;4274;1394;4274;1394;59220;2728;27;0.01;0.82;336;23;29;12;35;;28;0;2;39;10;7;6;0;1;0;13;0;0
166749;7.440894546;46.42720693;158.4;1870;3210;995;3210;995;75914;1870;23;0.04;0.73;325;31;22;17;30;;6;0;4;18;5;21;20;0;1;0;46;0;1
152555;8.954629315;46.56464839;168.1;2040;3179;858;3179;858;74217;2040;26;0.02;0.81;159;22;26;28;25;;1;1;13;18;11;17;13;2;2;0;38;0;1
145548;8.352284714;46.73140303;164.6;2116;3479;784;3479;784;66604;2116;28;0.01;0.85;296;35;11;29;24;;20;0;8;27;8;15;8;1;6;0;22;0;0
189068;9.163170942;46.5895686;144.5;2330;3328;1239;3328;1239;58628;2330;26;0.01;0.84;29;29;34;14;24;;5;1;5;25;18;5;5;0;0;0;41;0;0
106891;9.771990471;46.6230783;157.3;2256;3311;1004;3311;1004;64520;2256;28;0.01;0.85;304;31;18;27;24;;2;0;6;30;18;20;20;0;0;0;23;0;0
190879;6.844605169;46.5408397;145.2;815;1499;591;1499;591;86152;815;7;0.28;0.08;272;19;22;22;37;;0;0;0;0;0;19;10;0;9;0;6;70;4
156499;8.311316795;46.59328513;156.9;2541;4084;1205;4084;1205;69412;2541;28;0.05;0.81;85;28;27;27;18;;31;3;2;42;13;0;0;0;0;0;7;0;0
186090;9.658543522;46.4768182;145.9;2355;3340;1427;3340;1427;59431;2355;23;0.02;0.74;322;24;27;20;29;;0;1;3;27;23;8;8;0;0;0;37;0;0
143680;9.784289779;46.4454415;153.1;2395;3407;1779;3407;1779;65809;2395;23;0.07;0.73;336;;;;;;6;5;3;30;20;11;10;0;1;0;24;0;1
126362;8.603389773;46.53269069;157.1;2071;3121;1031;3121;1031;83976;2071;26;0.01;0.83;107;31;20;33;15;;1;0;9;20;11;19;13;1;5;0;38;1;1
183440;9.923416079;46.43320776;178.9;2630;3981;1744;3981;1744;66171;2630;26;0.02;0.8;359;28;30;15;28;;21;0;7;33;21;6;6;0;0;0;11;0;1
182921;8.374768801;46.53157298;155;2367;3599;1344;3599;1344;80040;2367;25;0.03;0.79;225;24;19;29;28;;20;0;6;26;7;9;4;0;5;1;30;1;0
136319;8.631581385;46.43475846;155.2;1949;3019;687;3019;687;58599;1948;30;0.01;0.9;156;20;29;26;25;;0;1;9;18;19;31;10;2;19;0;22;0;0
129982;10.05315478;46.37807774;155.8;2192;3789;978;3789;978;69655;2192;26;0.02;0.81;124;19;33;23;25;;6;1;9;19;21;26;25;0;0;0;18;0;1
159644;8.484571318;46.13945668;152.5;1270;2423;407;2423;407;76512;1270;26;0.02;0.87;128;29;23;32;17;;0;0;6;1;4;63;18;23;22;8;11;6;2
106597;7.004951493;47.40318243;183.5;580;993;396;993;396;86683;580;8;0.29;0.14;1;39;19;22;19;;0;0;0;0;0;39;0;8;30;0;5;48;8
156808;9.412068572;47.36202243;152.1;1086;2431;658;2431;658;70585;1086;16;0.07;0.4;320;35;17;25;24;;0;0;1;2;4;29;21;0;7;0;59;0;5
130470;7.921577908;46.87260863;145.2;1079;2045;725;2045;725;66770;1079;18;0.03;0.6;281;25;22;22;30;;0;0;0;0;0;56;50;0;6;1;41;1;1
126266;8.024377263;46.8856048;144.9;1315;2290;721;2290;721;77454;1315;19;0.03;0.59;359;26;28;18;28;;0;0;2;4;3;37;25;0;12;2;50;0;1
111003;9.998783159;46.83317387;149.3;2194;3334;1180;3334;1180;71396;2194;26;0.01;0.79;277;28;17;29;26;;4;0;7;26;26;12;11;0;0;0;24;0;1
146337;8.896133522;47.37570278;149.8;781;1294;505;1294;505;72901;781;14;0.08;0.43;305;27;22;22;29;;0;0;0;0;0;61;9;0;52;0;14;21;4
153798;8.275090711;47.19705905;139.2;580;885;446;885;446;69543;580;5;0.38;0.03;242;;;;;;0;11;0;0;0;14;4;1;9;0;0;64;11
158442;9.426854023;47.1664965;147.7;1051;2361;438;2361;438;67019;1051;16;0.23;0.51;76;25;49;17;9;;0;0;3;1;8;29;15;0;14;0;31;19;8
151790;9.261614328;47.20271777;158.7;1335;2432;741;2432;741;64571;1335;20;0.03;0.63;351;38;17;26;19;;0;0;2;3;6;26;18;0;8;11;49;1;2
176485;8.810115593;47.04867668;156.4;1246;2216;882;2216;882;57188;1246;17;0.12;0.52;338;;;;;;0;7;1;1;2;39;32;0;7;1;46;1;1
125211;7.207957361;46.59176717;172.9;1403;2277;800;2277;800;74541;1403;24;0.01;0.76;284;25;22;25;28;;0;0;1;1;4;40;31;0;9;3;49;0;1
106131;9.552252682;47.36915216;155.5;723;2341;400;2341;400;84065;723;12;0.4;0.35;93;24;39;28;9;;0;0;2;0;2;29;16;1;11;1;21;32;13
172287;7.380509777;45.95210714;145;2808;4272;1490;4272;1490;63851;2808;27;0.03;0.78;258;19;26;23;32;;33;2;4;38;8;0;0;0;0;0;14;0;0
168790;10.40983732;46.59288669;128.6;2187;2999;1237;2999;1237;58281;2187;23;0.01;0.77;17;32;26;21;22;;0;0;7;16;18;28;26;0;2;0;30;0;1
108626;9.714403136;46.81694025;139.9;2064;2924;1045;2924;1045;63198;2064;22;0.01;0.73;257;27;20;30;23;;0;0;2;22;9;22;22;0;0;0;44;0;1
121268;7.334138058;46.70755799;159.5;1297;2149;675;2149;675;77228;1297;18;0.03;0.55;337;30;23;20;28;;0;0;0;0;5;35;28;0;7;2;53;3;1
